ACCT_ID,RecordDate,LoanStartDate,LoanPrincipleDueDate,LoanMaturityDate,LoanOriginalAmount,LoanBalance,MonthlyPayment,LastPaidDate,TotalPaymentsCompleted,RunningMonthsPaid,TotalMonthsDelinquent,RunningMonthsDelinquent,AccountState
6646225,8/28/2019,5/31/2015,8/23/2023,8/23/2028,64637.51,46228.09,409.1,8/28/2019,45,7,6,0,Paid
6646225,9/28/2019,5/31/2015,8/23/2023,8/23/2028,64637.51,45818.99,409.1,9/28/2019,46,8,6,0,Paid
6646225,10/28/2019,5/31/2015,8/23/2023,8/23/2028,64637.51,45818.99,409.1,9/28/2019,46,0,7,1,Defaulting
6646225,11/28/2019,5/31/2015,8/23/2023,8/23/2028,64637.51,45409.9,409.1,11/28/2019,47,1,7,0,Paid
6646225,12/28/2019,5/31/2015,8/23/2023,8/23/2028,64637.51,45000.8,409.1,12/28/2019,48,2,7,0,Paid
6646225,1/28/2020,5/31/2015,8/23/2023,8/23/2028,64637.51,44591.7,409.1,1/28/2020,49,3,7,0,Paid
6646225,2/28/2020,5/31/2015,8/23/2023,8/23/2028,64637.51,44182.6,409.1,2/28/2020,50,4,7,0,Paid
6646225,3/28/2020,5/31/2015,8/23/2023,8/23/2028,64637.51,43773.5,409.1,3/28/2020,51,5,7,0,Paid
6646225,4/28/2020,5/31/2015,8/23/2023,8/23/2028,64637.51,43364.41,409.1,4/28/2020,52,6,7,0,Paid
6646225,5/28/2020,5/31/2015,8/23/2023,8/23/2028,64637.51,42955.31,409.1,5/28/2020,53,7,7,0,Paid
6646225,6/28/2020,5/31/2015,8/23/2023,8/23/2028,64637.51,42546.21,409.1,6/28/2020,54,8,7,0,Paid
6646225,7/28/2020,5/31/2015,8/23/2023,8/23/2028,64637.51,42137.11,409.1,7/28/2020,55,9,7,0,Paid
6646225,8/28/2020,5/31/2015,8/23/2023,8/23/2028,64637.51,41728.01,409.1,8/28/2020,56,10,7,0,Paid
6646225,9/28/2020,5/31/2015,8/23/2023,8/23/2028,64637.51,41728.01,409.1,8/28/2020,56,0,8,1,Defaulting
6646225,10/28/2020,5/31/2015,8/23/2023,8/23/2028,64637.51,41318.91,409.1,10/28/2020,57,1,8,0,Paid
6646225,11/28/2020,5/31/2015,8/23/2023,8/23/2028,64637.51,40909.82,409.1,11/28/2020,58,2,8,0,Paid
6646225,12/28/2020,5/31/2015,8/23/2023,8/23/2028,64637.51,40500.72,409.1,12/28/2020,59,3,8,0,Paid
6646225,1/28/2021,5/31/2015,8/23/2023,8/23/2028,64637.51,40091.62,409.1,1/28/2021,60,4,8,0,Paid
6646225,2/28/2021,5/31/2015,8/23/2023,8/23/2028,64637.51,39682.52,409.1,2/28/2021,61,5,8,0,Paid
6646225,3/28/2021,5/31/2015,8/23/2023,8/23/2028,64637.51,39273.42,409.1,3/28/2021,62,6,8,0,Paid
6646225,4/28/2021,5/31/2015,8/23/2023,8/23/2028,64637.51,39273.42,409.1,3/28/2021,62,0,9,1,Defaulting
6646225,5/28/2021,5/31/2015,8/23/2023,8/23/2028,64637.51,38864.33,409.1,5/28/2021,63,1,9,0,Paid
6646225,6/28/2021,5/31/2015,8/23/2023,8/23/2028,64637.51,38864.33,409.1,5/28/2021,63,0,10,1,Defaulting
6646225,7/28/2021,5/31/2015,8/23/2023,8/23/2028,64637.51,38455.23,409.1,7/28/2021,64,1,10,0,Paid
6646225,8/28/2021,5/31/2015,8/23/2023,8/23/2028,64637.51,38455.23,409.1,7/28/2021,64,0,11,1,Defaulting
6646225,9/28/2021,5/31/2015,8/23/2023,8/23/2028,64637.51,38046.13,409.1,9/28/2021,65,1,11,0,Paid
6646225,10/28/2021,5/31/2015,8/23/2023,8/23/2028,64637.51,37637.03,409.1,10/28/2021,66,2,11,0,Paid
6646225,11/28/2021,5/31/2015,8/23/2023,8/23/2028,64637.51,37227.93,409.1,11/28/2021,67,3,11,0,Paid
6646225,12/28/2021,5/31/2015,8/23/2023,8/23/2028,64637.51,37227.93,409.1,11/28/2021,67,0,12,1,Defaulting
4910160,4/24/2019,4/24/2019,1/23/2020,1/23/2023,66683.09,66683.09,1515.52,4/24/2019,0,0,0,0,Opened
4910160,5/24/2019,4/24/2019,1/23/2020,1/23/2023,66683.09,65167.57,1515.52,5/24/2019,1,1,0,0,Paid
4910160,6/24/2019,4/24/2019,1/23/2020,1/23/2023,66683.09,63652.04,1515.52,6/24/2019,2,2,0,0,Paid
4910160,7/24/2019,4/24/2019,1/23/2020,1/23/2023,66683.09,63652.04,1515.52,6/24/2019,2,0,1,1,Defaulting
4910160,8/24/2019,4/24/2019,1/23/2020,1/23/2023,66683.09,62136.52,1515.52,8/24/2019,3,1,1,0,Paid
4910160,9/24/2019,4/24/2019,1/23/2020,1/23/2023,66683.09,60620.99,1515.52,9/24/2019,4,2,1,0,Paid
4910160,10/24/2019,4/24/2019,1/23/2020,1/23/2023,66683.09,59105.47,1515.52,10/24/2019,5,3,1,0,Paid
4910160,11/24/2019,4/24/2019,1/23/2020,1/23/2023,66683.09,57589.94,1515.52,11/24/2019,6,4,1,0,Paid
4910160,12/24/2019,4/24/2019,1/23/2020,1/23/2023,66683.09,56074.42,1515.52,12/24/2019,7,5,1,0,Paid
4910160,1/24/2020,4/24/2019,1/23/2020,1/23/2023,66683.09,54558.89,1515.52,1/24/2020,8,6,1,0,Paid
4910160,2/24/2020,4/24/2019,1/23/2020,1/23/2023,66683.09,53043.37,1515.52,2/24/2020,9,7,1,0,Paid
4910160,3/24/2020,4/24/2019,1/23/2020,1/23/2023,66683.09,53043.37,1515.52,2/24/2020,9,0,2,1,Defaulting
4910160,4/24/2020,4/24/2019,1/23/2020,1/23/2023,66683.09,53043.37,1515.52,2/24/2020,9,0,3,2,Defaulting
4910160,5/24/2020,4/24/2019,1/23/2020,1/23/2023,66683.09,51527.84,1515.52,5/24/2020,10,1,3,0,Paid
4910160,6/24/2020,4/24/2019,1/23/2020,1/23/2023,66683.09,50012.32,1515.52,6/24/2020,11,2,3,0,Paid
4910160,7/24/2020,4/24/2019,1/23/2020,1/23/2023,66683.09,48496.79,1515.52,7/24/2020,12,3,3,0,Paid
4910160,8/24/2020,4/24/2019,1/23/2020,1/23/2023,66683.09,46981.27,1515.52,8/24/2020,13,4,3,0,Paid
4910160,9/24/2020,4/24/2019,1/23/2020,1/23/2023,66683.09,45465.74,1515.52,9/24/2020,14,5,3,0,Paid
4910160,10/24/2020,4/24/2019,1/23/2020,1/23/2023,66683.09,43950.22,1515.52,10/24/2020,15,6,3,0,Paid
4910160,11/24/2020,4/24/2019,1/23/2020,1/23/2023,66683.09,42434.69,1515.52,11/24/2020,16,7,3,0,Paid
4910160,12/24/2020,4/24/2019,1/23/2020,1/23/2023,66683.09,40919.17,1515.52,12/24/2020,17,8,3,0,Paid
4910160,1/24/2021,4/24/2019,1/23/2020,1/23/2023,66683.09,40919.17,1515.52,12/24/2020,17,0,4,1,Defaulting
4910160,2/24/2021,4/24/2019,1/23/2020,1/23/2023,66683.09,39403.64,1515.52,2/24/2021,18,1,4,0,Paid
4910160,3/24/2021,4/24/2019,1/23/2020,1/23/2023,66683.09,37888.12,1515.52,3/24/2021,19,2,4,0,Paid
4910160,4/24/2021,4/24/2019,1/23/2020,1/23/2023,66683.09,36372.59,1515.52,4/24/2021,20,3,4,0,Paid
4910160,5/24/2021,4/24/2019,1/23/2020,1/23/2023,66683.09,34857.07,1515.52,5/24/2021,21,4,4,0,Paid
4910160,6/24/2021,4/24/2019,1/23/2020,1/23/2023,66683.09,33341.54,1515.52,6/24/2021,22,5,4,0,Paid
4910160,7/24/2021,4/24/2019,1/23/2020,1/23/2023,66683.09,31826.02,1515.52,7/24/2021,23,6,4,0,Paid
4910160,8/24/2021,4/24/2019,1/23/2020,1/23/2023,66683.09,30310.5,1515.52,8/24/2021,24,7,4,0,Paid
4910160,9/24/2021,4/24/2019,1/23/2020,1/23/2023,66683.09,28794.97,1515.52,9/24/2021,25,8,4,0,Paid
4910160,10/24/2021,4/24/2019,1/23/2020,1/23/2023,66683.09,27279.45,1515.52,10/24/2021,26,9,4,0,Paid
4910160,11/24/2021,4/24/2019,1/23/2020,1/23/2023,66683.09,25763.92,1515.52,11/24/2021,27,10,4,0,Paid
4910160,12/24/2021,4/24/2019,1/23/2020,1/23/2023,66683.09,24248.4,1515.52,12/24/2021,28,11,4,0,Paid
2678828,5/21/2017,5/21/2017,3/1/2029,3/1/2032,75337.42,75337.42,425.64,5/21/2017,0,0,0,0,Opened
2678828,6/21/2017,5/21/2017,3/1/2029,3/1/2032,75337.42,74911.78,425.64,6/21/2017,1,1,0,0,Paid
2678828,7/21/2017,5/21/2017,3/1/2029,3/1/2032,75337.42,74486.15,425.64,7/21/2017,2,2,0,0,Paid
2678828,8/21/2017,5/21/2017,3/1/2029,3/1/2032,75337.42,74060.51,425.64,8/21/2017,3,3,0,0,Paid
2678828,9/21/2017,5/21/2017,3/1/2029,3/1/2032,75337.42,73634.88,425.64,9/21/2017,4,4,0,0,Paid
2678828,10/21/2017,5/21/2017,3/1/2029,3/1/2032,75337.42,73209.24,425.64,10/21/2017,5,5,0,0,Paid
2678828,11/21/2017,5/21/2017,3/1/2029,3/1/2032,75337.42,72783.61,425.64,11/21/2017,6,6,0,0,Paid
2678828,12/21/2017,5/21/2017,3/1/2029,3/1/2032,75337.42,72357.97,425.64,12/21/2017,7,7,0,0,Paid
2678828,1/21/2018,5/21/2017,3/1/2029,3/1/2032,75337.42,71932.34,425.64,1/21/2018,8,8,0,0,Paid
2678828,2/21/2018,5/21/2017,3/1/2029,3/1/2032,75337.42,71506.7,425.64,2/21/2018,9,9,0,0,Paid
2678828,3/21/2018,5/21/2017,3/1/2029,3/1/2032,75337.42,71081.07,425.64,3/21/2018,10,10,0,0,Paid
2678828,4/21/2018,5/21/2017,3/1/2029,3/1/2032,75337.42,70655.43,425.64,4/21/2018,11,11,0,0,Paid
2678828,5/21/2018,5/21/2017,3/1/2029,3/1/2032,75337.42,70229.8,425.64,5/21/2018,12,12,0,0,Paid
2678828,6/21/2018,5/21/2017,3/1/2029,3/1/2032,75337.42,70229.8,425.64,5/21/2018,12,0,1,1,Defaulting
2678828,7/21/2018,5/21/2017,3/1/2029,3/1/2032,75337.42,69804.16,425.64,7/21/2018,13,1,1,0,Paid
2678828,8/21/2018,5/21/2017,3/1/2029,3/1/2032,75337.42,69378.53,425.64,8/21/2018,14,2,1,0,Paid
2678828,9/21/2018,5/21/2017,3/1/2029,3/1/2032,75337.42,68952.89,425.64,9/21/2018,15,3,1,0,Paid
2678828,10/21/2018,5/21/2017,3/1/2029,3/1/2032,75337.42,68527.26,425.64,10/21/2018,16,4,1,0,Paid
2678828,11/21/2018,5/21/2017,3/1/2029,3/1/2032,75337.42,68101.62,425.64,11/21/2018,17,5,1,0,Paid
2678828,12/21/2018,5/21/2017,3/1/2029,3/1/2032,75337.42,67675.99,425.64,12/21/2018,18,6,1,0,Paid
2678828,1/21/2019,5/21/2017,3/1/2029,3/1/2032,75337.42,67250.35,425.64,1/21/2019,19,7,1,0,Paid
2678828,2/21/2019,5/21/2017,3/1/2029,3/1/2032,75337.42,66824.72,425.64,2/21/2019,20,8,1,0,Paid
2678828,3/21/2019,5/21/2017,3/1/2029,3/1/2032,75337.42,66824.72,425.64,2/21/2019,20,0,2,1,Defaulting
2678828,4/21/2019,5/21/2017,3/1/2029,3/1/2032,75337.42,66399.08,425.64,4/21/2019,21,1,2,0,Paid
2678828,5/21/2019,5/21/2017,3/1/2029,3/1/2032,75337.42,65973.45,425.64,5/21/2019,22,2,2,0,Paid
2678828,6/21/2019,5/21/2017,3/1/2029,3/1/2032,75337.42,65547.81,425.64,6/21/2019,23,3,2,0,Paid
2678828,7/21/2019,5/21/2017,3/1/2029,3/1/2032,75337.42,65122.18,425.64,7/21/2019,24,4,2,0,Paid
2678828,8/21/2019,5/21/2017,3/1/2029,3/1/2032,75337.42,64696.54,425.64,8/21/2019,25,5,2,0,Paid
2678828,9/21/2019,5/21/2017,3/1/2029,3/1/2032,75337.42,64270.91,425.64,9/21/2019,26,6,2,0,Paid
2678828,10/21/2019,5/21/2017,3/1/2029,3/1/2032,75337.42,63845.27,425.64,10/21/2019,27,7,2,0,Paid
2678828,11/21/2019,5/21/2017,3/1/2029,3/1/2032,75337.42,63419.64,425.64,11/21/2019,28,8,2,0,Paid
2678828,12/21/2019,5/21/2017,3/1/2029,3/1/2032,75337.42,62994,425.64,12/21/2019,29,9,2,0,Paid
2678828,1/21/2020,5/21/2017,3/1/2029,3/1/2032,75337.42,62568.37,425.64,1/21/2020,30,10,2,0,Paid
2678828,2/21/2020,5/21/2017,3/1/2029,3/1/2032,75337.42,62142.73,425.64,2/21/2020,31,11,2,0,Paid
2678828,3/21/2020,5/21/2017,3/1/2029,3/1/2032,75337.42,61717.1,425.64,3/21/2020,32,12,2,0,Paid
2678828,4/21/2020,5/21/2017,3/1/2029,3/1/2032,75337.42,61291.46,425.64,4/21/2020,33,13,2,0,Paid
2678828,5/21/2020,5/21/2017,3/1/2029,3/1/2032,75337.42,60865.83,425.64,5/21/2020,34,14,2,0,Paid
2678828,6/21/2020,5/21/2017,3/1/2029,3/1/2032,75337.42,60440.19,425.64,6/21/2020,35,15,2,0,Paid
2678828,7/21/2020,5/21/2017,3/1/2029,3/1/2032,75337.42,60014.55,425.64,7/21/2020,36,16,2,0,Paid
2678828,8/21/2020,5/21/2017,3/1/2029,3/1/2032,75337.42,59588.92,425.64,8/21/2020,37,17,2,0,Paid
2678828,9/21/2020,5/21/2017,3/1/2029,3/1/2032,75337.42,59588.92,425.64,8/21/2020,37,0,3,1,Defaulting
2678828,10/21/2020,5/21/2017,3/1/2029,3/1/2032,75337.42,59163.28,425.64,10/21/2020,38,1,3,0,Paid
2678828,11/21/2020,5/21/2017,3/1/2029,3/1/2032,75337.42,58737.65,425.64,11/21/2020,39,2,3,0,Paid
2678828,12/21/2020,5/21/2017,3/1/2029,3/1/2032,75337.42,58312.01,425.64,12/21/2020,40,3,3,0,Paid
2678828,1/21/2021,5/21/2017,3/1/2029,3/1/2032,75337.42,58312.01,425.64,12/21/2020,40,0,4,1,Defaulting
2678828,2/21/2021,5/21/2017,3/1/2029,3/1/2032,75337.42,57886.38,425.64,2/21/2021,41,1,4,0,Paid
2678828,3/21/2021,5/21/2017,3/1/2029,3/1/2032,75337.42,57460.74,425.64,3/21/2021,42,2,4,0,Paid
2678828,4/21/2021,5/21/2017,3/1/2029,3/1/2032,75337.42,57035.11,425.64,4/21/2021,43,3,4,0,Paid
2678828,5/21/2021,5/21/2017,3/1/2029,3/1/2032,75337.42,56609.47,425.64,5/21/2021,44,4,4,0,Paid
2678828,6/21/2021,5/21/2017,3/1/2029,3/1/2032,75337.42,56183.84,425.64,6/21/2021,45,5,4,0,Paid
2678828,7/21/2021,5/21/2017,3/1/2029,3/1/2032,75337.42,56183.84,425.64,6/21/2021,45,0,5,1,Defaulting
2678828,8/21/2021,5/21/2017,3/1/2029,3/1/2032,75337.42,56183.84,425.64,6/21/2021,45,0,6,2,Defaulting
2678828,9/21/2021,5/21/2017,3/1/2029,3/1/2032,75337.42,55758.2,425.64,9/21/2021,46,1,6,0,Paid
2678828,10/21/2021,5/21/2017,3/1/2029,3/1/2032,75337.42,55758.2,425.64,9/21/2021,46,0,7,1,Defaulting
2678828,11/21/2021,5/21/2017,3/1/2029,3/1/2032,75337.42,55332.57,425.64,11/21/2021,47,1,7,0,Paid
2678828,12/21/2021,5/21/2017,3/1/2029,3/1/2032,75337.42,54906.93,425.64,12/21/2021,48,2,7,0,Paid
4121451,12/23/2017,12/23/2017,8/4/2018,8/4/2019,34889.59,34889.59,1836.29,12/23/2017,0,0,0,0,Opened
4121451,1/23/2018,12/23/2017,8/4/2018,8/4/2019,34889.59,34889.59,1836.29,12/23/2017,0,0,1,1,Defaulting
4121451,2/23/2018,12/23/2017,8/4/2018,8/4/2019,34889.59,33053.3,1836.29,2/23/2018,1,1,1,0,Paid
4121451,3/23/2018,12/23/2017,8/4/2018,8/4/2019,34889.59,31217,1836.29,3/23/2018,2,2,1,0,Paid
4121451,4/23/2018,12/23/2017,8/4/2018,8/4/2019,34889.59,29380.71,1836.29,4/23/2018,3,3,1,0,Paid
4121451,5/23/2018,12/23/2017,8/4/2018,8/4/2019,34889.59,27544.41,1836.29,5/23/2018,4,4,1,0,Paid
4121451,6/23/2018,12/23/2017,8/4/2018,8/4/2019,34889.59,25708.12,1836.29,6/23/2018,5,5,1,0,Paid
4121451,7/23/2018,12/23/2017,8/4/2018,8/4/2019,34889.59,23871.82,1836.29,7/23/2018,6,6,1,0,Paid
4121451,8/23/2018,12/23/2017,8/4/2018,8/4/2019,34889.59,22035.53,1836.29,8/23/2018,7,7,1,0,Paid
4121451,9/23/2018,12/23/2017,8/4/2018,8/4/2019,34889.59,20199.24,1836.29,9/23/2018,8,8,1,0,Paid
4121451,10/23/2018,12/23/2017,8/4/2018,8/4/2019,34889.59,18362.94,1836.29,10/23/2018,9,9,1,0,Paid
4121451,11/23/2018,12/23/2017,8/4/2018,8/4/2019,34889.59,16526.65,1836.29,11/23/2018,10,10,1,0,Paid
4121451,12/23/2018,12/23/2017,8/4/2018,8/4/2019,34889.59,14690.35,1836.29,12/23/2018,11,11,1,0,Paid
4121451,1/23/2019,12/23/2017,8/4/2018,8/4/2019,34889.59,12854.06,1836.29,1/23/2019,12,12,1,0,Paid
4121451,2/23/2019,12/23/2017,8/4/2018,8/4/2019,34889.59,11017.77,1836.29,2/23/2019,13,13,1,0,Paid
4121451,3/23/2019,12/23/2017,8/4/2018,8/4/2019,34889.59,9181.47,1836.29,3/23/2019,14,14,1,0,Paid
4121451,4/23/2019,12/23/2017,8/4/2018,8/4/2019,34889.59,7345.18,1836.29,4/23/2019,15,15,1,0,Paid
4121451,5/23/2019,12/23/2017,8/4/2018,8/4/2019,34889.59,5508.88,1836.29,5/23/2019,16,16,1,0,Paid
4121451,6/23/2019,12/23/2017,8/4/2018,8/4/2019,34889.59,3672.59,1836.29,6/23/2019,17,17,1,0,Paid
4121451,7/23/2019,12/23/2017,8/4/2018,8/4/2019,34889.59,1836.29,1836.29,7/23/2019,18,18,1,0,Paid
4121451,8/23/2019,12/23/2017,8/4/2018,8/4/2019,34889.59,0,1836.29,8/23/2019,19,19,1,0,Paid
4121451,9/23/2019,12/23/2017,8/4/2018,8/4/2019,34889.59,0,1836.29,8/23/2019,19,0,2,1,Defaulting
4121451,10/23/2019,12/23/2017,8/4/2018,8/4/2019,34889.59,0,1836.29,10/23/2019,20,1,2,0,Completed
957176,8/9/2013,8/9/2013,10/19/2014,10/19/2018,14306.57,14306.57,230.75,8/9/2013,0,0,0,0,Opened
957176,9/9/2013,8/9/2013,10/19/2014,10/19/2018,14306.57,14075.82,230.75,9/9/2013,1,1,0,0,Paid
957176,10/9/2013,8/9/2013,10/19/2014,10/19/2018,14306.57,13845.07,230.75,10/9/2013,2,2,0,0,Paid
957176,11/9/2013,8/9/2013,10/19/2014,10/19/2018,14306.57,13845.07,230.75,10/9/2013,2,0,1,1,Defaulting
957176,12/9/2013,8/9/2013,10/19/2014,10/19/2018,14306.57,13614.32,230.75,12/9/2013,3,1,1,0,Paid
957176,1/9/2014,8/9/2013,10/19/2014,10/19/2018,14306.57,13383.57,230.75,1/9/2014,4,2,1,0,Paid
957176,2/9/2014,8/9/2013,10/19/2014,10/19/2018,14306.57,13152.81,230.75,2/9/2014,5,3,1,0,Paid
957176,3/9/2014,8/9/2013,10/19/2014,10/19/2018,14306.57,12922.06,230.75,3/9/2014,6,4,1,0,Paid
957176,4/9/2014,8/9/2013,10/19/2014,10/19/2018,14306.57,12691.31,230.75,4/9/2014,7,5,1,0,Paid
957176,5/9/2014,8/9/2013,10/19/2014,10/19/2018,14306.57,12691.31,230.75,4/9/2014,7,0,2,1,Defaulting
957176,6/9/2014,8/9/2013,10/19/2014,10/19/2018,14306.57,12460.56,230.75,6/9/2014,8,1,2,0,Paid
957176,7/9/2014,8/9/2013,10/19/2014,10/19/2018,14306.57,12229.81,230.75,7/9/2014,9,2,2,0,Paid
957176,8/9/2014,8/9/2013,10/19/2014,10/19/2018,14306.57,11999.06,230.75,8/9/2014,10,3,2,0,Paid
957176,9/9/2014,8/9/2013,10/19/2014,10/19/2018,14306.57,11999.06,230.75,8/9/2014,10,0,3,1,Defaulting
957176,10/9/2014,8/9/2013,10/19/2014,10/19/2018,14306.57,11999.06,230.75,8/9/2014,10,0,4,2,Defaulting
957176,11/9/2014,8/9/2013,10/19/2014,10/19/2018,14306.57,11768.31,230.75,11/9/2014,11,1,4,0,Paid
957176,12/9/2014,8/9/2013,10/19/2014,10/19/2018,14306.57,11537.56,230.75,12/9/2014,12,2,4,0,Paid
957176,1/9/2015,8/9/2013,10/19/2014,10/19/2018,14306.57,11306.81,230.75,1/9/2015,13,3,4,0,Paid
957176,2/9/2015,8/9/2013,10/19/2014,10/19/2018,14306.57,11306.81,230.75,1/9/2015,13,0,5,1,Defaulting
957176,3/9/2015,8/9/2013,10/19/2014,10/19/2018,14306.57,11306.81,230.75,1/9/2015,13,0,6,2,Defaulting
957176,4/9/2015,8/9/2013,10/19/2014,10/19/2018,14306.57,11076.05,230.75,4/9/2015,14,1,6,0,Paid
957176,5/9/2015,8/9/2013,10/19/2014,10/19/2018,14306.57,10845.3,230.75,5/9/2015,15,2,6,0,Paid
957176,6/9/2015,8/9/2013,10/19/2014,10/19/2018,14306.57,10614.55,230.75,6/9/2015,16,3,6,0,Paid
957176,7/9/2015,8/9/2013,10/19/2014,10/19/2018,14306.57,10383.8,230.75,7/9/2015,17,4,6,0,Paid
957176,8/9/2015,8/9/2013,10/19/2014,10/19/2018,14306.57,10153.05,230.75,8/9/2015,18,5,6,0,Paid
957176,9/9/2015,8/9/2013,10/19/2014,10/19/2018,14306.57,9922.3,230.75,9/9/2015,19,6,6,0,Paid
957176,10/9/2015,8/9/2013,10/19/2014,10/19/2018,14306.57,9922.3,230.75,9/9/2015,19,0,7,1,Defaulting
957176,11/9/2015,8/9/2013,10/19/2014,10/19/2018,14306.57,9691.55,230.75,11/9/2015,20,1,7,0,Paid
957176,12/9/2015,8/9/2013,10/19/2014,10/19/2018,14306.57,9460.8,230.75,12/9/2015,21,2,7,0,Paid
957176,1/9/2016,8/9/2013,10/19/2014,10/19/2018,14306.57,9230.05,230.75,1/9/2016,22,3,7,0,Paid
957176,2/9/2016,8/9/2013,10/19/2014,10/19/2018,14306.57,9230.05,230.75,1/9/2016,22,0,8,1,Defaulting
957176,3/9/2016,8/9/2013,10/19/2014,10/19/2018,14306.57,8999.29,230.75,3/9/2016,23,1,8,0,Paid
957176,4/9/2016,8/9/2013,10/19/2014,10/19/2018,14306.57,8768.54,230.75,4/9/2016,24,2,8,0,Paid
957176,5/9/2016,8/9/2013,10/19/2014,10/19/2018,14306.57,8537.79,230.75,5/9/2016,25,3,8,0,Paid
957176,6/9/2016,8/9/2013,10/19/2014,10/19/2018,14306.57,8307.04,230.75,6/9/2016,26,4,8,0,Paid
957176,7/9/2016,8/9/2013,10/19/2014,10/19/2018,14306.57,8076.29,230.75,7/9/2016,27,5,8,0,Paid
957176,8/9/2016,8/9/2013,10/19/2014,10/19/2018,14306.57,7845.54,230.75,8/9/2016,28,6,8,0,Paid
957176,9/9/2016,8/9/2013,10/19/2014,10/19/2018,14306.57,7614.79,230.75,9/9/2016,29,7,8,0,Paid
957176,10/9/2016,8/9/2013,10/19/2014,10/19/2018,14306.57,7384.04,230.75,10/9/2016,30,8,8,0,Paid
957176,11/9/2016,8/9/2013,10/19/2014,10/19/2018,14306.57,7153.28,230.75,11/9/2016,31,9,8,0,Paid
957176,12/9/2016,8/9/2013,10/19/2014,10/19/2018,14306.57,6922.53,230.75,12/9/2016,32,10,8,0,Paid
957176,1/9/2017,8/9/2013,10/19/2014,10/19/2018,14306.57,6691.78,230.75,1/9/2017,33,11,8,0,Paid
957176,2/9/2017,8/9/2013,10/19/2014,10/19/2018,14306.57,6461.03,230.75,2/9/2017,34,12,8,0,Paid
957176,3/9/2017,8/9/2013,10/19/2014,10/19/2018,14306.57,6461.03,230.75,2/9/2017,34,0,9,1,Defaulting
957176,4/9/2017,8/9/2013,10/19/2014,10/19/2018,14306.57,6230.28,230.75,4/9/2017,35,1,9,0,Paid
957176,5/9/2017,8/9/2013,10/19/2014,10/19/2018,14306.57,5999.53,230.75,5/9/2017,36,2,9,0,Paid
957176,6/9/2017,8/9/2013,10/19/2014,10/19/2018,14306.57,5999.53,230.75,5/9/2017,36,0,10,1,Defaulting
957176,7/9/2017,8/9/2013,10/19/2014,10/19/2018,14306.57,5999.53,230.75,5/9/2017,36,0,11,2,Defaulting
957176,8/9/2017,8/9/2013,10/19/2014,10/19/2018,14306.57,5768.78,230.75,8/9/2017,37,1,11,0,Paid
957176,9/9/2017,8/9/2013,10/19/2014,10/19/2018,14306.57,5538.03,230.75,9/9/2017,38,2,11,0,Paid
957176,10/9/2017,8/9/2013,10/19/2014,10/19/2018,14306.57,5307.28,230.75,10/9/2017,39,3,11,0,Paid
957176,11/9/2017,8/9/2013,10/19/2014,10/19/2018,14306.57,5076.52,230.75,11/9/2017,40,4,11,0,Paid
957176,12/9/2017,8/9/2013,10/19/2014,10/19/2018,14306.57,4845.77,230.75,12/9/2017,41,5,11,0,Paid
957176,1/9/2018,8/9/2013,10/19/2014,10/19/2018,14306.57,4615.02,230.75,1/9/2018,42,6,11,0,Paid
957176,2/9/2018,8/9/2013,10/19/2014,10/19/2018,14306.57,4384.27,230.75,2/9/2018,43,7,11,0,Paid
957176,3/9/2018,8/9/2013,10/19/2014,10/19/2018,14306.57,4153.52,230.75,3/9/2018,44,8,11,0,Paid
957176,4/9/2018,8/9/2013,10/19/2014,10/19/2018,14306.57,3922.77,230.75,4/9/2018,45,9,11,0,Paid
957176,5/9/2018,8/9/2013,10/19/2014,10/19/2018,14306.57,3692.02,230.75,5/9/2018,46,10,11,0,Paid
957176,6/9/2018,8/9/2013,10/19/2014,10/19/2018,14306.57,3461.27,230.75,6/9/2018,47,11,11,0,Paid
957176,7/9/2018,8/9/2013,10/19/2014,10/19/2018,14306.57,3230.52,230.75,7/9/2018,48,12,11,0,Paid
957176,8/9/2018,8/9/2013,10/19/2014,10/19/2018,14306.57,2999.76,230.75,8/9/2018,49,13,11,0,Paid
957176,9/9/2018,8/9/2013,10/19/2014,10/19/2018,14306.57,2999.76,230.75,8/9/2018,49,0,12,1,Defaulting
957176,10/9/2018,8/9/2013,10/19/2014,10/19/2018,14306.57,2769.01,230.75,10/9/2018,50,1,12,0,Paid
957176,11/9/2018,8/9/2013,10/19/2014,10/19/2018,14306.57,2538.26,230.75,11/9/2018,51,2,12,0,Paid
957176,12/9/2018,8/9/2013,10/19/2014,10/19/2018,14306.57,2307.51,230.75,12/9/2018,52,3,12,0,Paid
957176,1/9/2019,8/9/2013,10/19/2014,10/19/2018,14306.57,2076.76,230.75,1/9/2019,53,4,12,0,Paid
957176,2/9/2019,8/9/2013,10/19/2014,10/19/2018,14306.57,1846.01,230.75,2/9/2019,54,5,12,0,Paid
957176,3/9/2019,8/9/2013,10/19/2014,10/19/2018,14306.57,1615.26,230.75,3/9/2019,55,6,12,0,Paid
957176,4/9/2019,8/9/2013,10/19/2014,10/19/2018,14306.57,1384.51,230.75,4/9/2019,56,7,12,0,Paid
957176,5/9/2019,8/9/2013,10/19/2014,10/19/2018,14306.57,1153.76,230.75,5/9/2019,57,8,12,0,Paid
957176,6/9/2019,8/9/2013,10/19/2014,10/19/2018,14306.57,923,230.75,6/9/2019,58,9,12,0,Paid
